id	headword	parts_of_speech	cefr_levels	primary_skill	mode	priority	prompt_status	teacher_approved_sense	image_status	proper_noun_sense_removed
carbon-dioxide-25dd4d58	carbon dioxide	noun	B2	listening	context-scene	high	needs_teacher_approved_sense		pending	no
care-ec1deb95	care	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
carefully-00f74c9d	carefully	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
careless-eeaae8b6	careless	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
case-6406510c	case	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cast-39aa12e6	cast	noun|verb	B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
casual-7b664f70	casual	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
casualty-f8f69957	casualty	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
catchy-b06216ab	catchy	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
cater-5d3ed556	cater	verb	B2|C1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
cathedral-5c92c39a	cathedral	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cause-ccadf5de	cause	noun|verb|verb phrase	A2|B2	speaking	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
cd-player-0e785af2	CD player	noun	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
ceiling-baacee0a	ceiling	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
celebrate-fc05e0e4	celebrate	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
celebration-b7bdf51b	celebration	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
cement-c1f46997	cement	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
centimetre-31d8fcf3	centimetre	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
central-233ec5bd	central	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
centre-2bd5fb5d	centre	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
ceremony-92efd0d1	ceremony	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
certainly-not-a0bfc826	certainly not	adverb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
chain-2cf64e44	chain	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
challenge-bb064b23	challenge	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
challenging-c7d93322	challenging	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
champion-e79efc45	champion	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chance-f49f577d	chance	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
charge-5ea9c348	charge	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
charming-786f732f	charming	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
chat-show-7061b47c	chat show	noun	B1|B2	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
chatroom-95608ed6	chatroom	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cheat-8e132eb5	cheat	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
cheek-e5c0b67b	cheek	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chef-d5f2e5c7	chef	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chemical-4d3d0a8d	chemical	adjective|noun	B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
chest-of-drawers-41e8f25f	chest of drawers	noun	B1|B2	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
childhood-d26dc0db	childhood	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
chimney-3cdca8b6	chimney	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chip-c6b6df0a	chip	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
choice-630af549	choice	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
choir-dec84867	choir	noun	B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chop-0914b71d	chop	verb	B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
circle-00b7b811	circle	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
circuit-4690d8ff	circuit	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
circus-3f2c0d97	circus	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
classmate-4d4dde8a	classmate	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
clearly-27eddd83	clearly	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
clerk-f38de235	clerk	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
climbing-2bbed958	climbing	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
clothing-73a98bde	clothing	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cloudy-5a53260b	cloudy	adjective	A2|B1	speaking	contrast-pair	high	needs_teacher_approved_sense		pending	no
clown-6725c9e2	clown	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
clue-452d2582	clue	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
coal-4a31e8e8	coal	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
coin-3478fe69	coin	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
collection-2037de43	collection	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
coloured-b681c9e5	coloured	adjective	B1	listening	contrast-pair	high	needs_teacher_approved_sense		pending	no
colourful-f74a5be9	colourful	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
comb-e51f8984	comb	noun|verb	A2|B1	speaking	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
comfort-4ea61f94	comfort	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
comic-040432c6	comic	adjective|noun	B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
comment-118a9989	comment	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
communicate-4ab2558b	communicate	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
communication-60c58ad2	communication	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
community-418b03c9	community	noun	A2|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
compare-b64ca250	compare	verb	A1|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
compelling-2bf274e6	compelling	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
compete-755268f1	compete	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
competitor-52143c6b	competitor	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
complain-6a915782	complain	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
complaint-903571af	complaint	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
complete-0737c22d	complete	adjective|verb	A1|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
completely-36152587	completely	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
complicated-d27c7a19	complicated	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
composer-874ad8df	composer	noun	B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
composition-e93600b8	composition	noun	B1|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
compound-c2e2f801	compound	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
comprehensive-a4b3ee46	comprehensive	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
concerned-aac69b54	concerned	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
conclusion-6a38a38f	conclusion	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
concrete-aec5c8ea	concrete	adjective|noun	B2	listening	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
condition-afad9a69	condition	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
conduct-1f005da3	conduct	noun|verb	B2|C1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
conductor-433f12ff	conductor	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
conference-089f6953	conference	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
confidence-01656883	confidence	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
confirm-d0c4047c	confirm	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
confused-bc622619	confused	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
connect-f11a107f	connect	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
connection-814605c6	connection	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
consider-9cef6dd4	consider	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
consist-80fd353e	consist	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
contact-1a73af9e	contact	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
contain-c1380af4	contain	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
content-040f06fd	content	adjective|noun	B1|C1	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
contest-86d9312f	contest	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
continent-15bfe840	continent	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
continue-eee0bbba	continue	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
contract-d61ceadb	contract	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
control-2aeede80	control	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
conventional-5062a63a	conventional	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
convince-485958db	convince	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
convincing-f6e67883	convincing	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
cooking-c2c1a106	cooking	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
copy-f84e2e2d	copy	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
core-94a0426e	core	adjective|noun	B2	listening	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
correction-fb5246f0	correction	noun	B1|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
count-ee9f38e1	count	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
courage-a2d90f4e	courage	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cover-a28100fa	cover	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
crash-2fc7f145	crash	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
create-9b7c68a9	create	verb	A1|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
creation-5afe575e	creation	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
creativity-8029201c	creativity	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
credit-9cf5e7cd	credit	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
creep-5f008f9f	creep	verb	B2|C1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
cricket-4f8ef089	cricket	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
crime-cdde326f	crime	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
criminal-dcff95ac	criminal	adjective|noun	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
critic-cb6c38de	critic	noun	B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
crossing-a275805e	crossing	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
crossroads-625f5f0e	crossroads	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
crucial-dd3cf290	crucial	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
cruel-eccec79c	cruel	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
cruise-b1890790	cruise	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
cure-1820b942	cure	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
curious-293028aa	curious	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
curly-e122d28c	curly	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
currency-001517ee	currency	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
curtain-c8158837	curtain	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
curved-33d59279	curved	adjective	B2	listening	contrast-pair	high	needs_teacher_approved_sense		pending	no
cushion-db894fbf	cushion	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
custom-f9ac14b6	custom	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cute-c62a1190	cute	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
cycling-76069362	cycling	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cyclist-5515a2c7	cyclist	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
dairy-886f1e87	dairy	adjective|noun	B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
damage-54198309	damage	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
dancer-a6b4f3a5	dancer	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
darkness-60eb7e5f	darkness	noun	B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
data-a17c9aaa	data	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
deal-60f59e2b	deal	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
death-4f14c08f	death	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
debt-e52ec7a1	debt	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
decade-964ec44c	decade	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
declare-a0910bc7	declare	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
decorate-836a8ef5	decorate	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
decorator-ee329fb6	decorator	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
decrease-110dd32f	decrease	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
deep-3dde59ff	deep	adjective|adverb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
defeat-8f98d09e	defeat	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
defence-2baf9529	defence	noun	B1|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
defend-a4555a4b	defend	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
definitely-458af8cd	definitely	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
delete-9485989f	delete	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
delicious-7ab9d188	delicious	adjective	A1|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
deliver-c3a71b15	deliver	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
delivery-391cb1e0	delivery	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
demand-49c2c209	demand	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
demonstration-80145307	demonstration	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
depart-147bc781	depart	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
department-store-18556bb1	department store	noun	B1	listening	context-scene	high	needs_teacher_approved_sense		pending	no
departure-8eb9612e	departure	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
depressed-2f27bbc5	depressed	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
depressing-e3ed6f78	depressing	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
depression-e25d80de	depression	noun	B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
description-cb329146	description	noun	A1|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
deserve-1fbe4346	deserve	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
design-056f1182	design	noun|verb	A1|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
destination-0cf1bc84	destination	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
destroy-68700108	destroy	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
detail-b7f90d4c	detail	noun|verb	A1|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
detective-ef097008	detective	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
determined-3e3e6c7b	determined	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
development-05134426	development	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
diagram-87370935	diagram	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
diet-0a96963b	diet	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
difficulty-bf1a8792	difficulty	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
dig-9080a51c	dig	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
dinosaur-dd28db90	dinosaur	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
direct-24a1733c	direct	adjective|adverb|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
direction-57077e98	direction	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
directly-7a4cc7e1	directly	adverb	B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
dirt-7c97ce27	dirt	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
disabled-07596f18	disabled	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
disadvantage-1b5e032f	disadvantage	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
disagree-f584439d	disagree	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
disappear-dbec9594	disappear	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
disappointing-793ff57f	disappointing	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
disappointment-c85014f4	disappointment	noun	B1|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
disco-9a1c2a67	disco	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
discover-1eb0b8dc	discover	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
discovery-c2c45258	discovery	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
discussion-c255751d	discussion	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
disk-a07bdcbc	disk	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
dislike-aedf6156	dislike	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
disorder-ce2fcff2	disorder	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
distance-104082c0	distance	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
distinctive-0c95a462	distinctive	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
district-dfbbe7ed	district	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
disturb-f7b617c1	disturb	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
dive-5ea67a15	dive	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
diverse-f622104b	diverse	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
diversity-a63b60ee	diversity	noun	B2|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
divide-c4da7b60	divide	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
diving-35d1b362	diving	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
document-4f8278c8	document	noun|verb	A2|B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
dolphin-4bbf2ddc	dolphin	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
domestic-9ca881d7	domestic	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
donate-f57f7c97	donate	verb	B1	listening	action-scene	high	needs_teacher_approved_sense		pending	no
doubt-d69cbcb4	doubt	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
downwards-e593175c	downwards	adverb	B2|C1	writing	manner-sequence	high	needs_teacher_approved_sense		pending	no
dozen-04500e0d	dozen	determiner|noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
drag-a4e2dc76	drag	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
dramatic-2993754a	dramatic	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
dressed-8a166ee6	dressed	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
driver-fdda0c46	driver	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
driving-licence-3eff8c94	driving licence	noun	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
drop-aa20c3bf	drop	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
due-30cdf73e	due	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
dusty-c3ae6b62	dusty	adjective	B1	listening	contrast-pair	high	needs_teacher_approved_sense		pending	no
duty-d1f30ba1	duty	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
duvet-eabd3dff	duvet	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
dvd-player-2025d404	DVD player	noun	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
earth-44d47627	earth	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
earthquake-e8dea393	earthquake	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
easily-022c24ff	easily	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
eastern-26e8e3d3	eastern	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
edge-a0f2c69a	edge	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
edit-9ead47a8	edit	verb	B2	listening	action-scene	high	needs_teacher_approved_sense		pending	no
education-24e7451d	education	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
effect-68d1dae1	effect	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
effort-3f1e7273	effort	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
either-fa98d8d4	either	adverb|determiner|pronoun	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
elbow-3b102812	elbow	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
elder-f429030c	elder	adjective|noun	B1|C1	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
elderly-eb229eda	elderly	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
election-ed9c23ea	election	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
electrical-73a097c0	electrical	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
electronic-3797c42f	electronic	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
elementary-b67ea5e6	elementary	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
embarrassed-ecc16fe2	embarrassed	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
embarrassing-cac2a0e5	embarrassing	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
embarrassment-c6fabd2a	embarrassment	noun	B2|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
emerge-053b84de	emerge	verb	B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
emergency-a4b7517f	emergency	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
emission-b5da25e0	emission	noun	B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
employ-8915865c	employ	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
encourage-808cae8b	encourage	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
ending-5bd4bf68	ending	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
enemy-706c3c29	enemy	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
energetic-10392295	energetic	adjective	B2	listening	contrast-pair	high	needs_teacher_approved_sense		pending	no
energy-173d9168	energy	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
engagement-d8db051b	engagement	noun	B2|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
engineering-72917ef6	engineering	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
enjoyable-8bc92583	enjoyable	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
enormous-b3d6a9b7	enormous	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
enquire-14e2a0ed	enquire	verb	B1|C1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
enquiry-61835f93	enquiry	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
entertain-52a0a5c2	entertain	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
entertaining-648a04ab	entertaining	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
