entry_id	headword	parts_of_speech	cefr_levels	primary_skill	image_guess	synonym_antonym	homophone	homograph	analogy	category_taxonomy	collocation	editorial_status	approved_sense	related_headwords	teacher_notes
commonly-68d87230	commonly	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
commonplace-3bf3b87a	commonplace	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
communicate-4ab2558b	communicate	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
communication-60c58ad2	communication	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
communication-skills-754def7c	communication skills	noun	B2	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
communist-6b909a9f	communist	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
community-418b03c9	community	noun	A2|B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
commute-145b3d9d	commute	verb|verb phrase	B2	speaking	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
companion-ddca0a8d	companion	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
company-71b21161	company	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
comparable-41dfc188	comparable	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
comparative-e08949f7	comparative	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
compare-b64ca250	compare	verb	A1|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
comparison-4d04521b	comparison	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
compassion-97ee37a8	compassion	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
compatible-ec8506b1	compatible	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
compel-495b3b63	compel	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
compelling-2bf274e6	compelling	adjective	B2|C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
compensate-3ff7e0af	compensate	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
compensation-acc646e6	compensation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
compete-755268f1	compete	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
competence-5563e26d	competence	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
competent-5025f723	competent	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
competition-1b44f6dd	competition	noun	A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
competitive-b3b1197c	competitive	adjective	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
competitor-52143c6b	competitor	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
compile-36d0981b	compile	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
complain-6a915782	complain	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
complaint-903571af	complaint	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
complement-6d5c9dab	complement	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
complete-0737c22d	complete	adjective|verb	A1|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
completely-36152587	completely	adverb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
completion-cadc9141	completion	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
complex-6ff16b36	complex	adjective|noun	B1|B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
complexity-8d08946e	complexity	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
compliance-036cb735	compliance	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
complicated-d27c7a19	complicated	adjective	B1|B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
complication-bc61eb92	complication	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
complimentary-a496d42f	complimentary	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
comply-80ce4d93	comply	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
component-335c4c1e	component	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
compose-537bac49	compose	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
composer-874ad8df	composer	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
composite-6288c74c	composite	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
composition-e93600b8	composition	noun	B1|C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
compound-c2e2f801	compound	noun	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
comprehensive-a4b3ee46	comprehensive	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
comprise-48ce9885	comprise	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
compromise-faaabf11	compromise	noun|verb|verb phrase	B2|C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
compulsory-c66a1fd2	compulsory	adjective	B2|C1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
compute-24989d8e	compute	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
computer-c60266a8	computer	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
computing-65f3926f	computing	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conceal-3191ab37	conceal	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
concede-5cb248ea	concede	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
conceive-30d5be88	conceive	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
concentrate-0a45ca53	concentrate	verb	B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
concentration-66d80f5f	concentration	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
concept-49376c9c	concept	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conception-52bb76fb	conception	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
concern-c5c3bf59	concern	noun|verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
concerned-aac69b54	concerned	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
concert-9ff2adb3	concert	noun	A1|A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
concert-hall-2bb29c2a	concert hall	noun	B2	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
concession-c38674fc	concession	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conclude-5c187656	conclude	verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
conclusion-6a38a38f	conclusion	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
concrete-aec5c8ea	concrete	adjective|noun	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
condemn-7177fe0a	condemn	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
condition-afad9a69	condition	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
condominium-402bf3ae	condominium	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
conduct-1f005da3	conduct	noun|verb	B2|C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
conductor-433f12ff	conductor	noun	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
confer-6f7ce528	confer	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
conference-089f6953	conference	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
confess-62d2b1f3	confess	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
confession-7acc00d8	confession	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
confidence-01656883	confidence	noun	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
confident-39a449bf	confident	adjective	B1|B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
configuration-0652e436	configuration	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
confine-181f12ff	confine	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
confined-space-6acf30c9	confined space	adjective|noun	C1	writing	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
confirm-d0c4047c	confirm	verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
confirmation-38bd340c	confirmation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conflict-ae214513	conflict	noun|verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
conformity-5484483a	conformity	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
confront-221422a7	confront	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
confrontation-fb324e23	confrontation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
confuse-27d748cf	confuse	verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
confused-bc622619	confused	adjective	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
confusing-5bccaca1	confusing	adjective	B1|B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
confusion-cfc8b23a	confusion	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
congratulate-d740ea12	congratulate	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
congratulate-sb-on-sth-ca1d316d	congratulate sb on sth	verb|verb phrase	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
congregation-47c688b5	congregation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
congressional-8e1a2cd8	congressional	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
connect-f11a107f	connect	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
connected-c5e23457	connected	adjective	A2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
connection-814605c6	connection	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conquer-d9fe2033	conquer	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
conscience-91ef791a	conscience	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conscious-eeb6ad95	conscious	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consciousness-e02c4a06	consciousness	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consecutive-da4f063c	consecutive	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consensus-4f170d6a	consensus	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consent-15b61788	consent	noun|verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
consequence-f4475dac	consequence	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consequently-97332beb	consequently	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
conservation-338526e5	conservation	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conservative-42dc7e4f	conservative	adjective|noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
conserve-97bdcb5c	conserve	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consider-9cef6dd4	consider	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
considerable-72cb60c2	considerable	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
considerably-b1da21f6	considerably	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
considerate-6271c4b6	considerate	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consideration-5e05bd28	consideration	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consist-80fd353e	consist	verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consistency-028944e4	consistency	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consistent-8c305a07	consistent	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consistently-94f2f00e	consistently	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
console-sb-edc470bb	console sb	verb	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consolidate-47a72197	consolidate	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consonant-37a9d696	consonant	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
conspiracy-61656283	conspiracy	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
constant-d810ca96	constant	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
constant-pressure-f5424815	constant pressure	adjective|noun	C1	writing	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
constantly-1d78db90	constantly	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
constituency-e2907a2e	constituency	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
constitute-0293238b	constitute	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
constitution-ef757395	constitution	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
constitutional-53c20030	constitutional	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
constraint-9f454fd4	constraint	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
construct-b012113a	construct	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
construction-535ae678	construction	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consult-190b435b	consult	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consultant-dd4b89df	consultant	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consultation-28639263	consultation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consume-4bbe204f	consume	verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
consumer-cb7a82c3	consumer	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consumerism-4ab390db	consumerism	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
consumption-75d837b4	consumption	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
contact-1a73af9e	contact	noun|verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
contain-c1380af4	contain	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
container-255a762c	container	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
